Premise Name,Premise No,Type,TPIN,Physical Address,Street,PSU No,Category,District,Region
MEDISERVE LABORATORY STORES LIMITED,NDA/PRE/MDV/3402,Surgical Instruments and Appliances Outlet,1008042941,"TWESE PLAZA ROOM G26, WILSON ROAD",WILSON ROAD,11874,Human,Kampala,Kampala Extra - Akamwesi
OUM DISTRIBUTORS LIMITED,NDA/PRE/MDV/3476,Surgical Instruments and Appliances Outlet,\N,7THS STREET,PLOT 6D 7TH STREET,16820,Human,Kampala,Kampala Extra - Akamwesi
SAMUEL MCWILLIAM INVESTMENTS LTD,NDA/PRE/MDV/3501,Surgical Instruments and Appliances Outlet,1013288021,TWESE PLAZA SHOP G11,WILSON ROAD,23667,Human,Kampala,Kampala Extra - Akamwesi
VVSAOL INVESTMENT LIMITED,NDA/PRE/MDV/3560,Surgical Instruments and Appliances Outlet,\N,"PLOT 2103, KIREKA","KIREKA ,NAMUGONGO RD",26570,Human,Wakiso,Kampala Extra - Akamwesi
GAS TECH SOLUTIONS AND ALLIED PRODUCTS LIMITED,NDA/PRE/MDV/3592,Surgical Instruments and Appliances Outlet,1012826263,Industrial Park OPP UNBS Head Office,Brooklyn Avenue Bwoyogerere,12857,Human,Wakiso,Kampala Extra - Akamwesi
AKRON DIAGNOSTIC AND LABORATORY SUPPLIES U LIMITED,NDA/PRE/MDV/3603,Surgical Instruments and Appliances Outlet,\N,London chambers,Johnson street,19118,Human,Kampala,Kampala Extra - Akamwesi
HUTCHINSON CENTRE RESEARCH INSTITUTE OF UGANDA LIMITED,NDA/PRE/MDV/3637,Surgical Instruments and Appliances Outlet,1000142650,Mulago Hospital,Upper Mulago hill Road,\N,Human,Kampala,Kampala Extra - Akamwesi
ML SUPPLIES LIMITED,NDA/PRE/MDV/3651,Surgical Instruments and Appliances Outlet,1000878179,Plot 1862 Bukasa,Muyenga,\N,Human,Kampala,Kampala Extra - Akamwesi
LANCET LABORATORIES UGANDA LIMITED,NDA/PRE/MDV/3660,Surgical Instruments and Appliances Outlet,\N,Opp UNBS Head office,By pass link Bweyogerere,74967,Human,Kampala,Kampala Extra - Akamwesi
LABORATORY WORLD SMC LIMITED,NDA/PRE/MDV/3715,Surgical Instruments and Appliances Outlet,1013928697,2nd floor sunset arcade,Wilson Road,\N,Human,Kampala,Kampala Extra - Akamwesi
SPENCERS GENERAL MEDICAL AND DENTAL,NDA/PRE/MDV/3750,Surgical Instruments and Appliances Outlet,\N,"PLOT 78, R.ALMEIDAH AND SONS BUILDING",BOMBO RD,13637,Human,Kampala,Kampala Extra - Akamwesi
MEDICAL INNOVATIONS AND SUPPLIES UGANDA (MISU) LIMITED,NDA/PRE/MDV/3807,Surgical Instruments and Appliances Outlet,\N,PRIME TOWER NAKULABYE,HOIMA ROAD,AHP2673,Human,Kampala,Central Regional Office - Masaka
FULL HEALTH AND HOME CARE LIMITED,NDA/PRE/MDV/3899,Surgical Instruments and Appliances Outlet,1014168805,"PLOT 189, NAMULI RD BUKOTO","PLOT 189, NAMULI RD BUKOTO",MDV31814,Human,Kampala,Kampala Extra - Akamwesi
MEDFIELD SOLUTIONS (U) LTD,NDA/PRE/MDV/3975,Surgical Instruments and Appliances Outlet,1011805571,PLOT 1490 DOLPHIN PLAZA,GAYAZA ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
ELBOW ENGINEERING CO. LIMITED,NDA/PRE/MDV/4012,Surgical Instruments and Appliances Outlet,1013409523,"MASITOOWA,BANK OF AFRICA BUILDING",HOIMA ROAD,\N,Human,Wakiso,Kampala Extra - Akamwesi
EMPERRORS HILL LIFE INVESTMENTS LIMITED,NDA/PRE/MDV/4040,Surgical Instruments and Appliances Outlet,1010050575,NYUMBA KUBWA BLDG,BEN KIWANUKA STREET,\N,Human,Kampala,Kampala Extra - Akamwesi
FUTURE MEDICAL EQUIPMENT LIMITED,NDA/PRE/MDV/4136,Surgical Instruments and Appliances Outlet,1014305606,PLOT 2 HAMISI KINTU BUILDING,BISHOP CARPILING ROAD,MDV 12375,Human,Kampala,Kampala Extra - Akamwesi
NDYANABO DIAGNOSTICS - SMC LIMITED,NDA/PRE/MDV/4189,Surgical Instruments and Appliances Outlet,\N,FREEDOM CITY MALL ROOM F-15,ENTEBBE ROAD NAMASUBA,MDV 9227,Human,Wakiso,Kampala Extra - Akamwesi
DENTAL PRINCE LIMITED,NDA/PRE/MDV/4385,Surgical Instruments and Appliances Outlet,1003559335,KYEBANDO,KIRUNDA ROAD,G-1850,Human,Kampala,Kampala Extra - Akamwesi
GOD'S GRACE BIOMED SUPPLY LIMITED,NDA/PRE/MDV/4463,Surgical Instruments and Appliances Outlet,1014532700,PLOT 78 ARUA PARK PLAZA ROOM 272,BEN KIWANUKA STREET,MDV 32495,Human,Kampala,Kampala Extra - Akamwesi
MEDILAB SOLUTIONS LIMITED,NDA/PRE/MDV/4468,Surgical Instruments and Appliances Outlet,1015261163,MULAGO,DWALIRO RD,MDV 12275,Human,Kampala,Kampala Extra - Akamwesi
REAL-TIME DIAGNOSTICS (U) LTD,NDA/PRE/MDV/4475,Surgical Instruments and Appliances Outlet,\N,PLOT 56 KALMAX BUILDING ROOM DO1,BOMBO ROAD,k-5922,Human,Kampala,Kampala Extra - Akamwesi
BRENOPHARM UGANDA LIMITED,NDA/PRE/MDV/4491,Surgical Instruments and Appliances Outlet,\N,"LUKULI ROAD, MAKINDYE","LUKULI ROAD, MAKINDYE",MDV 26680,Human,Kampala,Kampala Extra - Akamwesi
DENTAL AND MEDICAL WORLD LIMITED,NDA/PRE/MDV/4495,Surgical Instruments and Appliances Outlet,1000022553,PLOT 60B,PRINCE CHARLES DRIVE,H 5765,Human,Kampala,Kampala Extra - Akamwesi
OMEL MEDICAL EQUIPMENT LIMITED,NDA/PRE/MDV/4791,Surgical Instruments and Appliances Outlet,1015051650,"PLOT 1351, MALAIKA BUILDING",KAMWOKYA KIRA RD,\N,Human,Kampala,Kampala Extra - Akamwesi
ITAC HEALTHCARE LTD,NDA/PRE/MDV/4809,Surgical Instruments and Appliances Outlet,\N,BAPIPO MALL ROOM BB 111,BUSABALA ROAD,MDV 15738,Human,Kampala,Central Regional Office - Masaka
SCIENCE LOGISTICS LTD,NDA/PRE/MDV/4829,Surgical Instruments and Appliances Outlet,\N,PLOT 1274 MUYENGA BUKASA,KINYOLO ROAD,MDV 27197,Human,Kampala,Kampala Extra - Akamwesi
SWIFT PATH SOLUTIONS LIMITED,NDA/PRE/MDV/4946,Surgical Instruments and Appliances Outlet,1016245789,KAKINDU VILLAGE KAWUKU,SSEKITOLEKO RD,\N,Human,Wakiso,Kampala Extra - Akamwesi
MEHMOS LAB-SMC LIMITED,NDA/PRE/MDV/4977,Surgical Instruments and Appliances Outlet,\N,TWESE PLAZA SECOND FLOOR SHOP S14,WILSON ROAD,MDV 24385,Human,Kampala,Kampala Extra - Akamwesi
DOCTORS HOSPITAL SSEGUKU LIMITED,NDA/PRE/MDV/4980,Surgical Instruments and Appliances Outlet,1000333916,PLOT 36,ENTEBBE ROAD,H2469,Human,Wakiso,Kampala Extra - Akamwesi
REM MEDICAL SOLUTIONS LIMITED,NDA/PRE/MDV/5061,Surgical Instruments and Appliances Outlet,\N,PLOT 206 MPERERWE,BUWAMBO ROAD,MDV 27927,Human,Kampala,Kampala Extra - Akamwesi
SONET MEDICALS LTD,NDA/PRE/MDV/5136,Surgical Instruments and Appliances Outlet,\N,"PLOT 12281, NANSANA BUSINESS CENTRE",HOIMA ROAD,MDV 18070,Human,Wakiso,Kampala Extra - Akamwesi
TRIVITRON HEALTHCARE AFRICA(U)-SMC LIMITED,NDA/PRE/MDV/5183,Surgical Instruments and Appliances Outlet,\N,"PLOT 56 NTINDA,",NTINDA II RD,1416,Human,Kampala,Kampala Extra - Akamwesi
AMOVAP MEDICAL STORES LIMITED,NDA/PRE/MDV/5211,Surgical Instruments and Appliances Outlet,1015828147,SILVA ARCADE ROOM B-13,BOMBO ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
SHUSHI TRUSTED CO. LIMITED,NDA/PRE/MDV/5285,Surgical Instruments and Appliances Outlet,1008936014,MISISNDYE SONDE,GOMA DIVISION,\N,Human,Mukono,South Eastern Region - Jinja
BIOTECH SUPPLIES UGANDA LIMITED,NDA/PRE/MDV/5293,Surgical Instruments and Appliances Outlet,1016326931,FIRST FLOOR DEAN COMPLEX,KYALIWAJJALA KIREKA ROAD,\N,Human,Wakiso,Kampala Extra - Akamwesi
ARKMED LABORATORY SUPPLY LIMITED,NDA/PRE/MDV/5366,Surgical Instruments and Appliances Outlet,\N,PLOT 10 JESCO PLAZA ROOM CD15,WILSON ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
RELIEFLINE (UGANDA) LIMITED,NDA/PRE/MDV/5488,Surgical Instruments and Appliances Outlet,\N,OXFORD STATION ROOM 11,SEVENTH STREET INDUSTRIAL AREA,\N,Human,Kampala,Kampala Extra - Akamwesi
BIXTRON SAFETY HANDLERS (BSH)-SMC LTD,NDA/PRE/MDV/5603,Surgical Instruments and Appliances Outlet,\N,PLOT 3 NABUTITI KANSANGA,OLYMPIA ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
ISRAEL ORTHOTICS LTD,NDA/PRE/MDV/5651,Surgical Instruments and Appliances Outlet,1015736349,DISCOVER PLAZA 2ND FLOOR,WILLIAM STREET,\N,Human,Kampala,Kampala Extra - Akamwesi
SINCO MEDICAL SUPPLIES,NDA/PRE/MDV/5953,Surgical Instruments and Appliances Outlet,\N,PLOT 4906 MUYENGA,ST BARNABAS ROAD,18886,Human,Kampala,Kampala Extra - Akamwesi
BADE MEDICALS INTERNATIONAL SMC LTD,NDA/PRE/MDV/5957,Surgical Instruments and Appliances Outlet,1016181258,KISA KYAMARIA LEVEL 6,WILLIAM STREET,\N,Human,Kampala,Kampala Extra - Akamwesi
MEMORIAL PHARMA (U) LTD,NDA/PRE/MDV/6160,Surgical Instruments and Appliances Outlet,\N,PLOT 158 INDUSTRIAL AREA,SIXTH STREET INDUSTRIAL AREA,\N,Human,Kampala,Kampala Extra - Akamwesi
DIAGNOSTICS WORLD UGANDA LIMITED,NDA/PRE/MDV/6232,Surgical Instruments and Appliances Outlet,\N,KITALA PLAZA ROOM L28 NAKULABYE,HOIMA ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
LABTECH MEDICAL SUPPLIES LIMITED,NDA/PRE/MDV/6233,Surgical Instruments and Appliances Outlet,1001579634,"ARUA PARK PLAZA ROOM B1 445,BI 446",BEN KIWANUKA STREET,\N,Human,Kampala,Kampala Extra - Akamwesi
SCIENCESCOPE AFRICA LIMITED,NDA/PRE/MDV/6262,Surgical Instruments and Appliances Outlet,1017754412,PLOT 20 NAGURU,COMMERCIAL ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
PHARD UGANDA LIMITED,NDA/PRE/MDV/6318,Surgical Instruments and Appliances Outlet,1015609086,JK HOUSE,KIREKA -NAMUGONGO ROAD,\N,Human,Wakiso,Kampala Extra - Akamwesi
OCTOPUS MEDICAL SOLUTIONS LTD,NDA/PRE/MDV/6526,Surgical Instruments and Appliances Outlet,1015686724,TITANIC BUILDING SHOP,WILSON STREET,\N,Human,Kampala,Kampala Extra - Akamwesi
IMAGINE PHARMACEUTICALS - SMC LTD,NDA/PRE/MDV/6574,Surgical Instruments and Appliances Outlet,\N,PLOT 41B,Lithuli Avenue,,Human,Kampala,Kampala Extra - Akamwesi
PAN DENTAL SURGERY LIMITED,NDA/PRE/MDV/6625,Surgical Instruments and Appliances Outlet,1000130475,KAMPALA,NAGURU DRIVE,\N,Human,Kampala,Kampala Extra - Akamwesi
KLAN LOGISTICS LIMITED,NDA/PRE/MDV/6641,Surgical Instruments and Appliances Outlet,1000303908,RUBICON WAREHOUSE,KIREKA NAMUGONGO ROAD,\N,Human,Wakiso,Kampala Extra - Akamwesi
SENJO SUPPLIES LIMITED,NDA/PRE/MDV/6672,Surgical Instruments and Appliances Outlet,1011974503,ARUA PARK PLAZA,BEN KIWANUKA STREET,\N,Human,Kampala,Kampala Extra - Akamwesi
VCARE PHARMACY LTD,NDA/PRE/MDV/6728,Surgical Instruments and Appliances Outlet,\N,"BLOCK 14, PLOT 1145, MAKINDYE",NAMIREMBE ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
MYRRH MEDICAL SERVICES LTD,NDA/PRE/MDV/6774,Surgical Instruments and Appliances Outlet,1016832822,FIRST FLOOR ESAMI BUILDING,BOMBO ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
LEOS ORTHOPEDIC CENTER LTD,NDA/PRE/MDV/6775,Surgical Instruments and Appliances Outlet,\N,SSEWAVA MUSA BUILDING,SIR ALBERT COOK ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
ACCULAB CONSULT LIMITED,NDA/PRE/MDV/6791,Surgical Instruments and Appliances Outlet,1016661919,MAYENGO COMPLEX,BOMBO ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
SILICONE SUPPLY (U) SMC LTD,NDA/PRE/MDV/6792,Surgical Instruments and Appliances Outlet,1016754480,PLOT 13 BHATIA CHAMBERS,PARLIAMENTARY AVENUE,\N,Human,Kampala,Kampala Extra - Akamwesi
RADIOTECH CONSULT LTD,NDA/PRE/MDV/6852,Surgical Instruments and Appliances Outlet,\N,"MUKUBIRA ZONE, MAKERERE","MUKUBIRA ZONE, MAKERERE",CF87105102NTME,Human,Kampala,Kampala Extra - Akamwesi
ROHATU GENERAL SUPPLIES LIMITED,NDA/PRE/MDV/6856,Surgical Instruments and Appliances Outlet,\N,CAPITAL SHOPPERS,KYEBANDO CENTRAL RD,\N,Human,Kampala,Kampala Extra - Akamwesi
ARCHERY LABARATORY SUPPLY UGANDA LIMITED,NDA/PRE/MDV/6967,Surgical Instruments and Appliances Outlet,\N,"ROOM CD 22,CD25 JESCO PLAZA",WILSON ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
SKYDENT CARE LIMITED,NDA/PRE/MDV/6968,Surgical Instruments and Appliances Outlet,1017494041,"PLOT 62 ANNEX SA BUILDING, BOMBO ROAD",BOMBO ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
SALUTEM HEALTH UGANDA LIMITED,NDA/PRE/MDV/7085,Surgical Instruments and Appliances Outlet,1016973310,"CHURCH ZONE KISAASI, KISAASI KYANJA ROAD",KISAASI KYANJA ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
ZAKE INTERNATIONAL GROUP LIMITED,NDA/PRE/MDV/7136,Surgical Instruments and Appliances Outlet,1009072287,TITANIC PLAZA,JOHNSTONE STREET,\N,Human,Kampala,Kampala Extra - Akamwesi
P.M. KAGO ENTERPRISES (U) LIMITED,NDA/PRE/MDV/7159,Surgical Instruments and Appliances Outlet,1010414867,"TWESE PLAZA ROOM G24, WILSON ROAD",WILSON ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
RODRISA SUPPLIES LIMITED,NDA/PRE/MDV/7220,Surgical Instruments and Appliances Outlet,1001938051,"PLOT 3 , RUBAGA ROAD",RUBAGA ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
ASTORIA MEDICAL SUPPLIES SMC LTD,NDA/PRE/MDV/7256,Surgical Instruments and Appliances Outlet,\N,TITANIC PLAZA,WILSON ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
ARRAY MEDICAL SUPPLIERS &CONSULTS LIMITED,NDA/PRE/MDV/7260,Surgical Instruments and Appliances Outlet,1018298354,"TITANIC PLAZA ROOM TD 28, JOHNSTONE STREET",JOHNSTONE STREET,\N,Human,Kampala,Kampala Extra - Akamwesi
FELOS HEALTH CARE LIMITED,NDA/PRE/MDV/7341,Surgical Instruments and Appliances Outlet,\N,KIM ARCADE,BOMBO ROAD,\N,Human,Wakiso,Kampala Extra - Akamwesi
MOTEC QUALITY LABORATORY STORES LIMITED,NDA/PRE/MDV/7399,Surgical Instruments and Appliances Outlet,\N,OPP. CITY HOTEL,CLIVE RD,\N,Human,Jinja,South Eastern Region - Jinja
JAMIS MEDICAL AND EQUIPMENT SUPPLIES LTD,NDA/PRE/MDV/7538,Surgical Instruments and Appliances Outlet,1019045568,PLOT 503,MAWANDA ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
FIRM MEDICAL SUPPLIES LIMITED,NDA/PRE/MDV/7579,Surgical Instruments and Appliances Outlet,\N,FIRST FLOOR CITY CENTRE COMPLEX,LUWUM STREET,\N,Human,Kampala,Kampala Extra - Akamwesi
ROUTINE DENTAL AND MEDICAL SUPPLIES LTD,NDA/PRE/MDV/7596,Surgical Instruments and Appliances Outlet,1018235045,PLOT 29/30 ARYAN HOSTEL,NKIIZI ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
KENT MEDICAL SUPPLIES (U) LTD,NDA/PRE/MDV/7599,Surgical Instruments and Appliances Outlet,\N,PLOT 20 NYUMBA KUBWA ARCADE,BEN KIWANUKA STREET,\N,Human,Kampala,Kampala Extra - Akamwesi
N2M COMPANY LIMITED,NDA/PRE/MDV/7602,Surgical Instruments and Appliances Outlet,1003616372,PLOT 9797 KITENDE,ST. MARYS KITENDE ROAD,\N,Human,Wakiso,Kampala Extra - Akamwesi
CAIRO MEDICAL UGANDA SMC LTD,NDA/PRE/MDV/7676,Surgical Instruments and Appliances Outlet,1020306102,PLOT 27,KANJOKYA STREET,\N,Human,Kampala,Kampala Extra - Akamwesi
POLLYZAC LAB SUPPLIES LTD,NDA/PRE/MDV/7715,Surgical Instruments and Appliances Outlet,\N,TWESE PLAZA ROOM S06,WILSON ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
JOED LABORATORY SUPPLY LTD,NDA/PRE/MDV/7717,Surgical Instruments and Appliances Outlet,\N,TWESE PLAZA ROOM S22,WILSON ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
NDTC U LTD,NDA/PRE/PMA/10102,Surgical Instruments and Appliances Outlet,\N,"PLOT 2885, KYADONDO BLOCK 236, KBP",NAMANVE,778,Human,Wakiso,Kampala Extra - Akamwesi
MICROHAEM SCIENTIFICS AND MEDICAL SUPPLIES,NDA/PRE/PMA/10599,Surgical Instruments and Appliances Outlet,\N,"PLOT 14, MARTYRS WAY",NTINDA,1320,Human,Kampala,Kampala Extra - Akamwesi
HOSPICE AFRICA UGANDA LIMITED,NDA/PRE/PMA/2382,Surgical Instruments and Appliances Outlet,\N,Plot 30,"Mobutu Road, Makindye",861,Human,Kampala,Central Regional Office - Masaka
LINT INDUSTRIES LIMITED,NDA/PRE/PMA/4118,Surgical Instruments and Appliances Outlet,\N,"KABALAGALA, BIYINZA ZONE",GABA ROAD,29341,Human,Kampala,Kampala Extra - Akamwesi
MED BIIN PHARMACEUTICALS LIMITED,NDA/PRE/PMB/10403,Surgical Instruments and Appliances Outlet,\N,"Plot 720, Block 28",OFF - MAWANDA RD,895,Human,Kampala,Kampala Extra - Akamwesi
KINGSTON 2021 PHARMA LIMITED,NDA/PRE/PMB/1720,Surgical Instruments and Appliances Outlet,\N,Plot 165,"Sabin House, Bombo Rd",821,Human,Kampala,Kampala Extra - Akamwesi
SEV PHARMACEUTICALS LIMITED,NDA/PRE/PMB/2381,Surgical Instruments and Appliances Outlet,\N,PLOT 100 NALUKOLONGO,MASAKA ROAD,338,Human,Kampala,Kampala Extra - Akamwesi
MAVID PHARMACEUTICAL INDUSTRIES LIMITED,NDA/PRE/PMB/3056,Surgical Instruments and Appliances Outlet,\N,"PLOT 490 BIRONGO, KITIIKO",OFF ENTEBBE-MUNYONYO HIGHWAY,1555,Human,Wakiso,Kampala Extra - Akamwesi
MEDIPHARM INDUSTRIES (E.A) LTD,NDA/PRE/PMB/3121,Surgical Instruments and Appliances Outlet,\N,Plot 65- Bweyogerere,Kakajjo Rd,565,Human,Wakiso,Kampala Extra - Akamwesi
SANGA VETCHEM LIMITED,NDA/PRE/PMB/6789,Surgical Instruments and Appliances Outlet,\N,"Plot 1144, Kampala Industrial Business Park, Namanve",Gomma Division,1511,Veretinary,Mukono,South Eastern Region - Jinja
TIANRAN BIOTECH (U) LTD,NDA/PRE/PMB/9183,Surgical Instruments and Appliances Outlet,\N,PLOT 6 &7,NYANZA CLOSE,1771,Human,Jinja,South Eastern Region - Jinja
LIFEWAY PHARMACEUTICAL INDUSTRIES LIMITED,NDA/PRE/PMC/1535,Surgical Instruments and Appliances Outlet,\N,KINYAMAHAMBA B,Nangwa,998,Human,Mukono,South Eastern Region - Jinja
KAMPALA PHARMACEUTICAL INDUSTRIES 1996 LIMITED,NDA/PRE/PMC/2367,Surgical Instruments and Appliances Outlet,\N,"PLOT M444B, NTINDA",STRETCHER ROAD,893,Human,Kampala,Kampala Extra - Akamwesi
RENE INDUSTRIES LIMITED,NDA/PRE/PMC/2369,Surgical Instruments and Appliances Outlet,\N,Plot 680 Kamuli- Kireka,Jinja Rd,358,Human,Kampala,Central Regional Office - Masaka
RUHARO MISSION HOSPITAL,NDA/PRE/PMC/5604,Surgical Instruments and Appliances Outlet,\N,"ANKOLE DIOCESE,CANON YOEL BUNINGWIRE AVENUE","BARARA HIGH SCHOOL,KAMUKUZ",1127,Human,Mbarara,South Western Region - Mbarara
DOCTORS CHOICE LIMITED,NDA/PRE/PMC/6440,Surgical Instruments and Appliances Outlet,\N,Jinja,INDUSTRIAL AREA,1091,Human,Jinja,South Eastern Region - Jinja
EAST AFRICAN MEDICAL VITALS LIMITED,NDA/PRE/PMC/6943,Surgical Instruments and Appliances Outlet,\N,"Plot 1186, Block 113, Kyaggwe, Kampala Industrial","and Business Park, Namanve",732,Human,Mukono,South Eastern Region - Jinja
NIGHTINGALE PHARMACEUTICALS LTD,NDA/PRE/PMC/9701,Surgical Instruments and Appliances Outlet,\N,Bukoto trading center,KAMPALA BUSINESS PARK,1448,Human,Mukono,South Eastern Region - Jinja
INDUSTRIAL HEMP-UGANDA LIMITED,NDA/PRE/PMD/9350,Surgical Instruments and Appliances Outlet,\N,"KAYDONDO BLOCK 196,",KOMAMBOGA,1424,Human,Kampala,Kampala Extra - Akamwesi
GITTOES PHARMACEUTICALS LIMITED,NDA/PRE/PME/5407,Surgical Instruments and Appliances Outlet,\N,"PLOT 16, EZZI STORE BUILDING",Bugolobi,861,Human,Kampala,Kampala Extra - Akamwesi
REVIGEN PHARMACEUTICALS LIMITED,NDA/PRE/RTP/0002,Retail Pharmacy,\N,Opp Makerere Kikoni Gate,Sir Apollo Kagwa Road,390,Human,Kampala,Kampala Extra - Akamwesi
HAWA PHARMACEUTICALS LIMITED,NDA/PRE/RTP/0005,Retail Pharmacy,\N,Plot 16,COMMERCIAL STREET,308,Human,Masindi,Western Region - Hoima
RANANA ENTERPRISES LIMITED,NDA/PRE/RTP/0008,Retail Pharmacy,1001175006,"Plot 21 Masaka, Elgin Street",Elgin Street,1050,Human,Masaka,Central Regional Office - Masaka
MABU PHARMACY LTD,NDA/PRE/RTP/0011,Retail Pharmacy,\N,PLOT 8- MASAKA TOWN,ELGIN STREET,234,Human,Masaka,Central Regional Office - Masaka
Veronica Pharmaceuticals Ltd,NDA/PRE/RTP/0012,Retail Pharmacy,\N,OPPOSITE MASID ABUBAKAR SWIDIQ MOSQUE,KIWATULE - NAJJERA ROAD,206,Human,Kampala,Kampala Extra - Akamwesi
TOWNCARE PHARMACY LIMITED,NDA/PRE/RTP/0015,Retail Pharmacy,\N,KIRA TRADING CENTRE,BURTON STREET,852,Human,Kampala,Kampala Extra - Akamwesi
COLES PHARMACY LTD,NDA/PRE/RTP/0016,Retail Pharmacy,\N,SEROMA SHOPPERS STOP PLAZA,"OPP TOTAL, OLD TAXI PARK",1400,Human,Kampala,Kampala Extra - Akamwesi
LATTICE PHARMACEUTICALS LIMITED,NDA/PRE/RTP/0017,Retail Pharmacy,\N,Akamwesi Building,PortBell Rd,414,Human,Kampala,Kampala Extra - Akamwesi
RED PILL PHARMACEUTICALS (U) - SMC LTD,NDA/PRE/RTP/0018,Retail Pharmacy,1021690192,NEXT TO NKOBA ZAMBOGO HARDWARE  KIROMBE LUZIRA,BUKASA ROAD,1360,Human,Kampala,Kampala Extra - Akamwesi
Pharmaco-City Ltd,NDA/PRE/RTP/0019,Retail Pharmacy,\N,"Plot 69, Kiswa Road,",Bugolobi,778,Human,Kampala,Kampala Extra - Akamwesi
VENUS PHARMACEUTICALS LIMITED,NDA/PRE/RTP/0024,Retail Pharmacy,\N,"Plot 22, Majestic Plaza",William Street,454,Human,Kampala,Kampala Extra - Akamwesi
Medric Enterprises Ltd,NDA/PRE/RTP/0049,Retail Pharmacy,\N,"Plot 124, Makindye",Namuwongo Rd,259,Human,Kampala,Kampala Extra - Akamwesi
SPAN MEDICARE COMPANY LIMITED,NDA/PRE/RTP/0050,Retail Pharmacy,\N,Kisasi T/C,Kisaasi Rd,717,Human,Kampala,Kampala Extra - Akamwesi
LISA PHARMACEUTICALS LIMITED,NDA/PRE/RTP/0053,Retail Pharmacy,\N,"BULINDO, KIRA MUNICIPALITY",Hoima Rd,836,Human,Wakiso,Kampala Extra - Akamwesi
SILICON PHARMACY INTERNATIONAL LIMITED,NDA/PRE/RTP/0056,Retail Pharmacy,\N,Kyengera T/C,Hoima Rd,933,Human,Kampala,Kampala Extra - Akamwesi
QUALITY -PLUS PHARMACY LIMITED,NDA/PRE/RTP/0058,Retail Pharmacy,\N,Kawaala,Town Centre,802,Human,Kampala,Kampala Extra - Akamwesi
BUKOOLA CHEMICAL INDUSTRIES LIMITED,NDA/PRE/RTP/0065,Retail Pharmacy,\N,SEBCO PLAZA,NAKIVUBO PLACE,772,Veretinary,Kampala,Kampala Extra - Akamwesi
Kalen Clinic Pharmacy,NDA/PRE/RTP/0066,Retail Pharmacy,\N,Makindye,Kibuye Zone 1,641,Human,Kampala,Kampala Extra - Akamwesi
Avante Medical Supplies Ltd,NDA/PRE/RTP/0067,Retail Pharmacy,\N,Kulekana Trading centre,Salaama Rd,679,Human,Kampala,Kampala Extra - Akamwesi
Healthline Pharmaceuticals Ltd,NDA/PRE/RTP/0068,Retail Pharmacy,\N,"Bugenga Hardware block,","Waswa Zone, Makindye",345,Human,Kampala,Kampala Extra - Akamwesi
SMJ PHARMACY LIMITED,NDA/PRE/RTP/0076,Retail Pharmacy,\N,Bulaga Trading Centre,Mityana Road,649,Human,Wakiso,Kampala Extra - Akamwesi
OMNI CARE PHARMA LIMITED,NDA/PRE/RTP/0077,Retail Pharmacy,\N,PLOT 15,William Street,1362,Human,Kampala,Kampala Extra - Akamwesi
Jordan Enterprises Limited,NDA/PRE/RTP/0078,Retail Pharmacy,\N,Plot 232 Block 2231 Banda T/C,Jinja Rd,1873,Human,Kampala,Kampala Extra - Akamwesi
OMEGA PHARMACY,NDA/PRE/RTP/0080,Retail Pharmacy,\N,"New Kiswa Palace building, Bweyogerere T/C",Jinja Rd,467,Human,Wakiso,Kampala Extra - Akamwesi
NIBV PHARMA LIMITED,NDA/PRE/RTP/0085,Retail Pharmacy,1033923611,Opp. Nakawa Market,Jinja Rd,1398,Human,Kampala,Kampala Extra - Akamwesi
PEACE RETAIL PHARMACY LTD,NDA/PRE/RTP/0101,Retail Pharmacy,\N,PLOT NO. 32 - CITY,NABOA RD,707,Human,Mbale,Eastern Region - Tororo
Wilbert Pharmacy Ltd,NDA/PRE/RTP/0105,Retail Pharmacy,\N,Taso Villlage,Market street,818,Human,Kampala,Kampala Extra - Akamwesi
Kansanga Pharmacy,NDA/PRE/RTP/0112,Retail Pharmacy,\N,Kansanga,Ggaba Rd,1652,Human,Kampala,Kampala Extra - Akamwesi
Extra Care Pharmacy Gayaza,NDA/PRE/RTP/0116,Retail Pharmacy,\N,"Mirembe Stage, Bulamu Road,",Gayaza Trading Centre,780,Human,Wakiso,Kampala Extra - Akamwesi
